ProductID,ProductName,CategoryID,SubCategory,SupplierID,CostPrice,UnitPrice,LaunchDate,Status
P-0755,Premier Cool Black Soap 150g,CAT-04,Bath & Body,SUP-002,3100.08,4700,2019-05-31,Active
P-0756,ORS Relaxer Kit,CAT-04,Haircare,SUP-038,7783.1,11100,2018-09-28,Active
P-0757,Cantu Braid Extension,CAT-04,Haircare,SUP-037,7187.82,12100,2018-07-21,Active
P-0758,Lux Black Soap 150g,CAT-04,Bath & Body,SUP-034,4026.09,6250,2020-12-28,Active
P-0759,Close Up Whitening Paste,CAT-04,Oral Care,SUP-039,972.27,1400,2022-06-20,Active
P-0760,Premier Cool Body Spray,CAT-04,Bath & Body,SUP-034,5485.38,8550,2018-08-10,Active
P-0761,Premier Cool Antiseptic 750ml,CAT-04,Bath & Body,SUP-039,5677.4,8900,2022-08-16,Active
P-0762,CeraVe Body Cream 200ml,CAT-04,Skincare,SUP-035,15543.47,25000,2019-07-03,Active
P-0763,X-Pression Shea Butter Cream 340g,CAT-04,Haircare,SUP-037,6472.98,10000,2023-03-01,Active
P-0764,Dettol Shower Gel 500ml,CAT-04,Bath & Body,SUP-038,1003.9,1650,2023-05-23,Active
P-0765,Nivea Men Deodorant Roll-On,CAT-04,Men's Grooming,SUP-034,3956.61,5500,2018-09-16,Active
P-0766,Dettol Body Spray,CAT-04,Bath & Body,SUP-034,4221.66,6350,2021-12-16,Active
P-0767,Irish Spring Bar Soap 6pk,CAT-04,Bath & Body,SUP-038,5324.39,7600,2024-05-26,Active
P-0768,Nivea Men Aftershave 100ml,CAT-04,Men's Grooming,SUP-037,8045.51,13850,2018-07-24,Active
P-0769,Dark & Lovely Shea Butter Cream 340g,CAT-04,Haircare,SUP-037,3989.11,5800,2021-12-20,Active
P-0770,Dark & Lovely Braid Extension,CAT-04,Haircare,SUP-002,8885.04,14950,2022-03-02,Active
P-0771,Dudu Osun Black Soap 150g,CAT-04,Bath & Body,SUP-039,1081.58,1500,2018-06-03,Active
P-0772,Vaseline Facial Cleanser,CAT-04,Skincare,SUP-035,12649.68,20800,2024-03-08,Discontinued
P-0773,Oriflame Facial Cleanser,CAT-04,Skincare,SUP-002,17025.17,24600,2019-02-19,Discontinued
P-0774,Arko Beard Oil,CAT-04,Men's Grooming,SUP-038,893.45,1250,2021-07-27,Active
P-0775,Old Spice Beard Oil,CAT-04,Men's Grooming,SUP-002,4121.37,6600,2019-12-08,Active
P-0776,CeraVe Petroleum Jelly 250ml,CAT-04,Skincare,SUP-003,11933.35,19400,2024-01-06,Active
P-0777,Arko Deodorant Roll-On,CAT-04,Men's Grooming,SUP-038,6513.01,10600,2024-07-17,Active
P-0778,Nivea Men Shaving Stick,CAT-04,Men's Grooming,SUP-039,8348.96,11550,2018-11-20,Active
P-0779,Nivea Body Lotion 400ml,CAT-04,Skincare,SUP-037,8313.56,13600,2019-07-09,Active
P-0780,Irish Spring Body Spray,CAT-04,Bath & Body,SUP-003,3906.48,5950,2021-05-20,Active
P-0781,ORS Hair Conditioner,CAT-04,Haircare,SUP-034,969.4,1450,2019-11-08,Active
P-0782,Mega Growth Edge Control,CAT-04,Haircare,SUP-039,4128.74,7000,2023-03-12,Active
P-0783,Nivea Men Razor 4pk,CAT-04,Men's Grooming,SUP-038,2506.71,3950,2019-06-08,Active
P-0784,Colgate Mouthwash 500ml,CAT-04,Oral Care,SUP-035,2119.84,3250,2019-11-25,Active
P-0785,Nivea Facial Cleanser,CAT-04,Skincare,SUP-003,6412.55,9800,2020-12-14,Active
P-0786,Vaseline Sunscreen SPF50,CAT-04,Skincare,SUP-035,11453.12,18900,2019-05-15,Active
P-0787,Vaseline Body Cream 200ml,CAT-04,Skincare,SUP-002,8121.7,12300,2023-02-13,Active
P-0788,Zaron Petroleum Jelly 250ml,CAT-04,Skincare,SUP-003,2641.54,4000,2023-09-19,Active
P-0789,ORS Shea Butter Cream 340g,CAT-04,Haircare,SUP-035,5952.72,8700,2018-11-06,Discontinued
P-0790,Mega Growth Relaxer Kit,CAT-04,Haircare,SUP-034,6975.58,9600,2018-02-12,Active
P-0791,Irish Spring Shower Gel 500ml,CAT-04,Bath & Body,SUP-036,1013.06,1500,2018-02-20,Active
P-0792,Old Spice Razor 4pk,CAT-04,Men's Grooming,SUP-038,4128.81,6150,2021-09-04,Active
P-0793,Nivea Petroleum Jelly 250ml,CAT-04,Skincare,SUP-038,2289.58,3700,2018-01-03,Active
P-0794,Dove Body Cream 200ml,CAT-04,Skincare,SUP-039,11314.91,15900,2020-10-20,Active
P-0795,Oral-B Whitening Paste,CAT-04,Oral Care,SUP-003,941.97,1450,2018-03-02,Active
P-0796,Vaseline Body Lotion 400ml,CAT-04,Skincare,SUP-035,15758.05,27500,2022-06-02,Active
P-0797,Gillette Aftershave 100ml,CAT-04,Men's Grooming,SUP-002,1252.08,2050,2022-03-06,Active
P-0798,Lux Bar Soap 6pk,CAT-04,Bath & Body,SUP-038,3655.56,5800,2018-11-07,Active
P-0799,Zaron Sunscreen SPF50,CAT-04,Skincare,SUP-038,3131.16,5200,2020-08-17,Active
P-0800,Irish Spring Antiseptic 750ml,CAT-04,Bath & Body,SUP-002,3636.94,6000,2022-01-22,Active
P-0801,Old Spice Shaving Stick,CAT-04,Men's Grooming,SUP-034,5776.62,8350,2018-05-25,Active
P-0802,Sensodyne Toothpaste 140g,CAT-04,Oral Care,SUP-035,2690.7,4350,2018-10-23,Active
P-0803,Oriflame Petroleum Jelly 250ml,CAT-04,Skincare,SUP-038,4613.27,7750,2021-02-14,Discontinued
P-0804,Nivea Sunscreen SPF50,CAT-04,Skincare,SUP-039,11857.1,20200,2021-10-18,Active
P-0805,ORS Edge Control,CAT-04,Haircare,SUP-038,7095.87,10350,2018-01-19,Active
P-0806,Dettol Bar Soap 6pk,CAT-04,Bath & Body,SUP-037,4292.42,6300,2021-04-02,Active
P-0807,Oriflame Sunscreen SPF50,CAT-04,Skincare,SUP-036,10797.54,17150,2020-07-01,Active
P-0808,Dove Petroleum Jelly 250ml,CAT-04,Skincare,SUP-034,15583.69,24850,2023-05-22,Active
P-0809,Oral-B Toothpaste 140g,CAT-04,Oral Care,SUP-003,943.54,1300,2021-03-25,Discontinued
P-0810,CeraVe Sunscreen SPF50,CAT-04,Skincare,SUP-035,19434.85,27650,2018-11-24,Active
P-0811,Sensodyne Mouthwash 500ml,CAT-04,Oral Care,SUP-002,1690.11,2650,2023-07-31,Active
P-0812,Nivea Men Beard Oil,CAT-04,Men's Grooming,SUP-039,6859.57,11350,2022-06-13,Active
P-0813,Dark & Lovely Edge Control,CAT-04,Haircare,SUP-034,7635.35,11850,2023-12-29,Active
P-0814,Premier Cool Shower Gel 500ml,CAT-04,Bath & Body,SUP-037,3345.24,4900,2022-09-18,Discontinued
P-0815,Dove Body Lotion 400ml,CAT-04,Skincare,SUP-037,5302.9,7850,2019-01-28,Active
P-0816,Arko Shaving Stick  ,CAT-04,Men's Grooming,SUP-002,9498.46,13600,2023-02-02,Active
P-0817,CeraVe Body Lotion 400ml,CAT-04,Skincare,SUP-036,9728.11,15750,2022-01-20,Active
P-0818,Sensodyne Whitening Paste,CAT-04,Oral Care,SUP-037,2802.1,4600,2019-10-01,Active
P-0819,Dove Sunscreen SPF50,CAT-04,Skincare,SUP-002,2809.98,4650,2021-03-18,Active
P-0820,Colgate Whitening Paste,CAT-04,Oral Care,SUP-036,3926.53,6250,2022-08-28,Active
P-0821,Gillette Shaving Stick,CAT-04,Men's Grooming,SUP-034,9131.61,12350,2022-11-11,Active
P-0822,Close Up Mouthwash 500ml,CAT-04,Oral Care,SUP-035,821.75,1400,2019-04-27,Active
P-0823,Vaseline Petroleum Jelly 250ml,CAT-04,Skincare,SUP-034,1934.81,2850,2018-06-15,Active
P-0824,Dark & Lovely Hair Conditioner,CAT-04,Haircare,SUP-002,6386.1,9450,2024-05-09,Active
P-0825,CeraVe Facial Cleanser,CAT-04,Skincare,SUP-035,10158.94,15900,2023-08-17,Active
P-0826,Lux Shower Gel 500ml,CAT-04,Bath & Body,SUP-002,4113.06,6050,2023-11-06,Active
P-0827,Oriflame Body Lotion 400ml,CAT-04,Skincare,SUP-034,15916.89,23400,2024-09-14,Active
P-0828,Zaron Body Lotion 400ml,CAT-04,Skincare,SUP-038,12574.46,21200,2020-09-18,Active
P-0829,X-Pression Braid Extension,CAT-04,Haircare,SUP-038,1408.57,2350,2023-04-21,Active
P-0830,Colgate Toothpaste 140g,CAT-04,Oral Care,SUP-034,1769.27,2700,2021-05-06,Active
P-0831,Sensodyne Toothbrush Twin Pack,CAT-04,Oral Care,SUP-037,1614.49,2600,2023-03-21,Active
P-0832,Mega Growth Braid Extension,CAT-04,Haircare,SUP-037,1301.59,2100,2020-12-25,Active
P-0833,Old Spice Aftershave 100ml,CAT-04,Men's Grooming,SUP-035,7792.34,10600,2019-08-10,Active
P-0834,Close Up Toothpaste 140g,CAT-04,Oral Care,SUP-035,1839.53,2850,2020-08-31,Active
P-0835,Old Spice Deodorant Roll-On,CAT-04,Men's Grooming,SUP-038,5729.66,8800,2019-10-30,Active
P-0836,Dettol Antiseptic 750ml,CAT-04,Bath & Body,SUP-036,681.31,1050,2020-08-14,Active
P-0837,Arko Aftershave 100ml,CAT-04,Men's Grooming,SUP-034,5772.75,10150,2019-07-30,Discontinued
P-0838,Mega Growth Hair Conditioner,CAT-04,Haircare,SUP-036,2217.25,3400,2024-02-23,Active
P-0839,Zaron Body Cream 200ml,CAT-04,Skincare,SUP-035,13828.98,21700,2020-08-07,Active
P-0840,Close Up Toothbrush Twin Pack,CAT-04,Oral Care,SUP-036,5008.07,7350,2020-02-26,Active
P-0841,Cantu Edge Control,CAT-04,Haircare,SUP-002,2843.11,4350,2022-05-26,Active
P-0842,Arko Razor 4pk,CAT-04,Men's Grooming,SUP-003,6012.51,9400,2022-02-27,Active
P-0843,Colgate Toothbrush Twin Pack,CAT-04,Oral Care,SUP-038,3143.74,4900,2022-03-17,Active
P-0844,Oriflame Body Cream 200ml,CAT-04,Skincare,SUP-038,5024.8,8450,2023-06-29,Active
P-0845,Oral-B Mouthwash 500ml,CAT-04,Oral Care,SUP-002,3714.42,6700,2021-01-09,Active
P-0846,Gillette Deodorant Roll-On,CAT-04,Men's Grooming,SUP-035,4365.01,6250,2018-12-24,Active
P-0847,Dudu Osun Body Spray,CAT-04,Bath & Body,SUP-034,390.03,650,2023-01-04,Active
P-0848,Gillette Razor 4pk,CAT-04,Men's Grooming,SUP-034,7403.9,10400,2018-01-29,Active
P-0849,Cantu Shea Butter Cream 340g,CAT-04,Haircare,SUP-037,5772.08,9500,2024-03-17,Active
P-0850,Lux Antiseptic 750ml,CAT-04,Bath & Body,SUP-039,1333.46,2400,2019-09-17,Active
P-0851,Oral-B Toothbrush Twin Pack,CAT-04,Oral Care,SUP-002,3571.48,5850,2022-07-07,Active
P-0852,Dark & Lovely Relaxer Kit,CAT-04,Haircare,SUP-039,4405.92,7250,2023-06-22,Active
P-0853,Dudu Osun Shower Gel 500ml,CAT-04,Bath & Body,SUP-039,6073.85,8300,2024-04-16,Active
P-0854,Premier Cool Bar Soap 6pk,CAT-04,Bath & Body,SUP-034,2820.96,4450,2019-10-25,Active
P-0855,Mega Growth Shea Butter Cream 340g,CAT-04,Haircare,SUP-035,2989.46,4450,2018-07-28,Active
P-0856,X-Pression Hair Conditioner,CAT-04,Haircare,SUP-038,2426.91,3550,2022-11-01,Active
P-0857,Cantu Hair Conditioner XL,CAT-04,Haircare,SUP-034,7271.48,10400,2023-03-18,Active
P-0858,Dove Petroleum Jelly 250ml XL,CAT-04,Skincare,SUP-002,3909.27,6200,2019-12-05,Active
P-0859,CeraVe Sunscreen SPF50 XL,CAT-04,Skincare,SUP-002,13220.82,20250,2020-01-25,Active
P-0860,ORS Edge Control XL,CAT-04,Haircare,SUP-038,6718.8,9800,2023-03-22,Active
P-0861,Cantu Edge Control XL,CAT-04,Haircare,SUP-035,2932.23,4650,2022-08-11,Active
P-0862,ORS Edge Control XL,CAT-04,Haircare,SUP-035,3261.82,5500,2018-06-06,Active
P-0863,Sensodyne Mouthwash 500ml XL,CAT-04,Oral Care,SUP-035,2873.34,4400,2019-04-22,Active
P-0864,X-Pression Edge Control XL,CAT-04,Haircare,SUP-039,9480.88,14200,2019-08-08,Active
P-0865,Mega Growth Relaxer Kit XL,CAT-04,Haircare,SUP-003,844.01,1400,2024-03-02,Active
P-0866,Dark & Lovely Relaxer Kit XL,CAT-04,Haircare,SUP-034,8200.54,12750,2018-06-28,Active
P-0867,Old Spice Shaving Stick XL,CAT-04,Men's Grooming,SUP-035,3068.06,4850,2023-04-27,Active
P-0868,Irish Spring Black Soap 150g XL,CAT-04,Bath & Body,SUP-037,646.42,1050,2020-10-11,Active
P-0869,Close Up Mouthwash 500ml XL,CAT-04,Oral Care,SUP-035,3326.09,5550,2022-05-18,Active
P-0870,Mega Growth Relaxer Kit XL,CAT-04,Haircare,SUP-035,575.21,800,2020-01-22,Active
P-0871,Zaron Petroleum Jelly 250ml XL,CAT-04,Skincare,SUP-038,4304.98,6200,2020-06-03,Active
P-0872,Oriflame Facial Cleanser XL,CAT-04,Skincare,SUP-036,1839.29,2750,2021-03-10,Active
P-0873,Dettol Antiseptic 750ml XL,CAT-04,Bath & Body,SUP-038,5601.38,8700,2020-02-20,Active
P-0874,X-Pression Edge Control XL,CAT-04,Haircare,SUP-037,6326.23,9350,2019-08-03,Active
P-0875,Vaseline Sunscreen SPF50 XL,CAT-04,Skincare,SUP-034,2259.89,3250,2018-08-29,Active
P-0876,Cantu Edge Control XL,CAT-04,Haircare,SUP-037,5894.02,10350,2021-10-29,Active
P-0877,Cantu Hair Conditioner XL,CAT-04,Haircare,SUP-036,835.32,1350,2024-09-27,Active
P-0878,Nivea Facial Cleanser XL,CAT-04,Skincare,SUP-037,842.68,1300,2022-04-12,Active
P-0879,Dudu Osun Black Soap 150g XL,CAT-04,Bath & Body,SUP-035,3207.84,4700,2024-05-31,Active
P-0880,Close Up Toothpaste 140g XL,CAT-04,Oral Care,SUP-037,731.7,1250,2019-01-01,Active
P-0881,CeraVe Facial Cleanser XL,CAT-04,Skincare,SUP-034,6056.2,8950,2023-12-01,Discontinued
P-0882,Gillette Shaving Stick XL,CAT-04,Men's Grooming,SUP-035,5704.59,8150,2019-06-25,Active
P-0883,Lux Body Spray XL,CAT-04,Bath & Body,SUP-035,3266.41,5200,2022-06-08,Active
P-0884,Zaron Body Cream 200ml XL,CAT-04,Skincare,SUP-035,17042.15,26150,2020-02-14,Active
P-0885,Dove Body Lotion 400ml XL,CAT-04,Skincare,SUP-038,11592.7,18600,2024-04-25,Active
P-0886,Old Spice Deodorant Roll-On XL,CAT-04,Men's Grooming,SUP-003,641.2,950,2019-06-13,Active
P-0887,Arko Aftershave 100ml XL,CAT-04,Men's Grooming,SUP-003,3340.55,5500,2018-10-01,Active
P-0888,Nivea Men Razor 4pk XL,CAT-04,Men's Grooming,SUP-034,5687.98,8650,2023-11-02,Active
P-0889,Lux Black Soap 150g XL,CAT-04,Bath & Body,SUP-003,383.88,600,2023-02-13,Active
P-0890,Irish Spring Black Soap 150g XL,CAT-04,Bath & Body,SUP-037,1757.24,2850,2018-03-26,Active
P-0891,Vaseline Sunscreen SPF50 XL,CAT-04,Skincare,SUP-036,3163.94,4950,2023-03-15,Active
P-0892,CeraVe Sunscreen SPF50 XL,CAT-04,Skincare,SUP-039,4194.31,6400,2020-05-15,Active
P-0893,Colgate Mouthwash 500ml XL,CAT-04,Oral Care,SUP-003,957.78,1450,2021-04-23,Active
P-0894,Oral-B Mouthwash 500ml XL,CAT-04,Oral Care,SUP-002,1173.71,1800,2021-01-26,Active
P-0895,Vaseline Petroleum Jelly 250ml XL,CAT-04,Skincare,SUP-037,7231.0,10700,2024-07-13,Active
P-0896,X-Pression Shea Butter Cream 340g XL,CAT-04,Haircare,SUP-037,5938.11,8800,2023-05-21,Active
P-0897,Dudu Osun Body Spray XL,CAT-04,Bath & Body,SUP-002,3267.89,5250,2020-01-20,Active
P-0898,Close Up Toothbrush Twin Pack XL,CAT-04,Oral Care,SUP-036,4146.82,6700,2018-11-01,Active
P-0899,Zaron Body Lotion 400ml XL,CAT-04,Skincare,SUP-039,5280.54,8450,2024-08-25,Discontinued
P-0900,Irish Spring Antiseptic 750ml XL  ,CAT-04,Bath & Body,SUP-037,5217.92,7350,2023-07-18,Active
P-0901,Colgate Toothpaste 140g XL,CAT-04,Oral Care,SUP-002,704.72,1000,2020-02-11,Active
P-0902,Sensodyne Toothpaste 140g XL,CAT-04,Oral Care,SUP-034,797.15,1200,2023-10-02,Active
P-0903,Gillette Shaving Stick XL,CAT-04,Men's Grooming,SUP-003,2165.94,3350,2020-04-26,Active
P-0904,Dettol Shower Gel 500ml XL,CAT-04,Bath & Body,SUP-035,1033.02,1700,2020-02-21,Active
P-0905,Oriflame Body Cream 200ml XL,CAT-04,Skincare,SUP-002,13501.3,20250,2022-01-26,Active
P-0906,Lux Black Soap 150g XL,CAT-04,Bath & Body,SUP-039,3046.34,4600,2018-12-22,Active
P-0907,Cantu Hair Conditioner XL,CAT-04,Haircare,SUP-002,6465.83,10250,2020-03-20,Active
P-0908,Mega Growth Braid Extension XL,CAT-04,Haircare,SUP-002,1444.66,2150,2023-09-28,Active
P-0909,Close Up Toothbrush Twin Pack XL,CAT-04,Oral Care,SUP-036,2453.08,3550,2022-05-16,Active
P-0910,Zaron Sunscreen SPF50 XL,CAT-04,Skincare,SUP-038,7483.51,10650,2022-12-27,Active
P-0911,Gillette Beard Oil XL,CAT-04,Men's Grooming,SUP-035,4328.32,7300,2021-12-18,Active
P-0912,Nivea Men Shaving Stick XL,CAT-04,Men's Grooming,SUP-038,5355.86,7400,2018-11-27,Active
P-0913,Dettol Body Spray XL,CAT-04,Bath & Body,SUP-038,2088.03,3200,2018-03-08,Active
P-0914,Irish Spring Black Soap 150g XL,CAT-04,Bath & Body,SUP-038,4127.49,6600,2024-04-24,Discontinued
P-0915,Arko Razor 4pk XL,CAT-04,Men's Grooming,SUP-039,6063.85,8750,2018-06-04,Active
P-0916,Dettol Body Spray XL,CAT-04,Bath & Body,SUP-035,5308.02,8450,2023-05-19,Active
P-0917,Premier Cool Bar Soap 6pk XL,CAT-04,Bath & Body,SUP-038,730.87,1050,2022-03-22,Active
P-0918,Irish Spring Black Soap 150g XL,CAT-04,Bath & Body,SUP-034,799.52,1250,2020-03-27,Active
P-0919,ORS Hair Conditioner XL,CAT-04,Haircare,SUP-038,7418.71,10850,2018-02-01,Active
P-0920,Irish Spring Body Spray XL,CAT-04,Bath & Body,SUP-036,4947.76,7700,2018-08-20,Active
P-0921,Dettol Bar Soap 6pk XL,CAT-04,Bath & Body,SUP-002,1467.25,2400,2023-10-23,Active
P-0922,Irish Spring Shower Gel 500ml XL,CAT-04,Bath & Body,SUP-034,473.13,700,2021-01-31,Active
P-0923,Oral-B Mouthwash 500ml XL,CAT-04,Oral Care,SUP-037,2744.23,4250,2020-07-05,Active
P-0924,CeraVe Sunscreen SPF50 XL,CAT-04,Skincare,SUP-002,8870.68,15150,2023-01-29,Active
P-0925,Old Spice Shaving Stick XL,CAT-04,Men's Grooming,SUP-036,1466.0,2250,2023-08-17,Active
P-0926,Oriflame Facial Cleanser XL,CAT-04,Skincare,SUP-035,13651.69,22500,2024-01-16,Active
P-0927,Gillette Beard Oil XL,CAT-04,Men's Grooming,SUP-034,981.01,1350,2023-04-19,Discontinued
P-0928,Arko Aftershave 100ml XL,CAT-04,Men's Grooming,SUP-003,3818.87,5200,2020-01-19,Active
P-0929,Vaseline Petroleum Jelly 250ml XL,CAT-04,Skincare,SUP-037,8731.51,14100,2020-06-09,Active
P-0930,Nivea Men Deodorant Roll-On XL,CAT-04,Men's Grooming,SUP-039,3432.08,5050,2019-11-19,Active
P-0931,Rosies Senator Kaftan,CAT-05,Men's Wear,SUP-032,20481.03,34350,2022-01-02,Active
P-0932,Kanem Backpack,CAT-05,Bags & Accessories,SUP-030,56037.26,98500,2020-07-19,Active
P-0933,Rosies Wrapper 6yds,CAT-05,Women's Wear,SUP-029,6162.55,11100,2021-01-07,Active
P-0934,Sleek Studio Polo Shirt,CAT-05,Men's Wear,SUP-030,30719.48,51400,2022-03-10,Active
P-0935,Adidas Lite Sneakers,CAT-05,Footwear,SUP-030,28775.55,53050,2018-01-26,Active
P-0936,Kanem Office Loafers  ,CAT-05,Footwear,SUP-029,53726.69,96050,2022-07-21,Active
P-0937,Kanem Heeled Pumps,CAT-05,Footwear,SUP-031,46086.99,77100,2021-10-24,Active
P-0938,Clarks NG Office Loafers,CAT-05,Footwear,SUP-030,30170.1,51400,2024-01-07,Active
P-0939,Rosies Travel Duffel,CAT-05,Bags & Accessories,SUP-031,85741.74,146200,2018-12-12,Active
P-0940,Zara Lagos Ankara Gown,CAT-05,Women's Wear,SUP-030,61355.71,111750,2022-12-30,Active
P-0941,Sleek Studio Leather Handbag,CAT-05,Bags & Accessories,SUP-032,54116.3,98600,2018-10-03,Active
P-0942,Adidas Lite Leather Sandals,CAT-05,Footwear,SUP-030,33506.72,60200,2018-05-05,Active
P-0943,Sleek Studio Travel Duffel,CAT-05,Bags & Accessories,SUP-030,45933.76,79300,2024-01-04,Active
P-0944,Kanem Leather Handbag,CAT-05,Bags & Accessories,SUP-028,11143.32,18700,2024-10-30,Active
P-0945,Sleek Studio Wrapper 6yds,CAT-05,Women's Wear,SUP-032,7370.32,13150,2018-12-01,Active
P-0946,Clarks NG Leather Sandals,CAT-05,Footwear,SUP-032,41753.05,70300,2022-11-25,Active
P-0947,Rosies Office Dress,CAT-05,Women's Wear,SUP-031,66587.66,104250,2018-05-24,Active
P-0948,Rosies Belt Genuine Leather,CAT-05,Bags & Accessories,SUP-031,35977.89,62800,2020-06-01,Active
P-0949,House of Bunmi Agbada 3pc,CAT-05,Men's Wear,SUP-030,47448.51,84250,2021-08-14,Active
P-0950,Adidas Lite Slides,CAT-05,Footwear,SUP-029,38181.74,64300,2024-03-03,Active
P-0951,Ankara House Office Dress,CAT-05,Women's Wear,SUP-030,9375.23,15600,2024-09-27,Active
P-0952,Polo Classic Agbada 3pc,CAT-05,Men's Wear,SUP-028,20407.44,35050,2022-01-26,Active
P-0953,Kanem Travel Duffel,CAT-05,Bags & Accessories,SUP-030,17630.0,31450,2022-01-30,Active
P-0954,Adidas Lite Office Loafers,CAT-05,Footwear,SUP-028,57565.64,97350,2018-02-21,Active
P-0955,Rosies Agbada 3pc,CAT-05,Men's Wear,SUP-030,22803.58,35550,2022-08-25,Active
P-0956,Clarks NG Slides,CAT-05,Footwear,SUP-031,37112.18,63950,2018-03-17,Active
P-0957,Clarks NG Heeled Pumps,CAT-05,Footwear,SUP-030,53972.89,87250,2018-03-29,Active
P-0958,Clarks NG Sneakers,CAT-05,Footwear,SUP-031,4337.59,7650,2019-10-06,Active
P-0959,Sleek Studio Agbada 3pc,CAT-05,Men's Wear,SUP-029,3996.98,7100,2021-02-01,Active
P-0960,Polo Classic Polo Shirt,CAT-05,Men's Wear,SUP-029,49239.12,76700,2020-08-31,Active
P-0961,Rosies Chinos Trousers,CAT-05,Men's Wear,SUP-032,56318.69,92050,2020-01-24,Active
P-0962,Rosies Polo Shirt,CAT-05,Men's Wear,SUP-030,30799.98,55400,2020-07-26,Active
P-0963,Nike Court Sneakers,CAT-05,Footwear,SUP-032,55119.19,91900,2021-10-13,Active
P-0964,Zara Lagos Office Dress,CAT-05,Women's Wear,SUP-030,43052.92,70750,2020-04-30,Active
P-0965,House of Bunmi Polo Shirt,CAT-05,Men's Wear,SUP-029,31055.84,56300,2022-10-30,Active
P-0966,Nike Court Heeled Pumps  ,CAT-05,Footwear,SUP-028,39102.42,76200,2023-06-01,Active
P-0967,Rosies Backpack,CAT-05,Bags & Accessories,SUP-032,52287.07,89900,2019-06-06,Active
P-0968,Ankara House Wrapper 6yds,CAT-05,Women's Wear,SUP-032,43657.85,75950,2021-11-29,Active
P-0969,Polo Classic Chinos Trousers,CAT-05,Men's Wear,SUP-029,42349.05,73600,2023-08-03,Active
P-0970,Sleek Studio Formal Shirt,CAT-05,Men's Wear,SUP-029,22906.79,43150,2020-08-20,Active
P-0971,Rosies Bubu Kaftan,CAT-05,Women's Wear,SUP-028,54576.98,88150,2018-01-02,Active
P-0972,Sleek Studio Chinos Trousers,CAT-05,Men's Wear,SUP-032,44164.77,78200,2021-03-06,Active
P-0973,House of Bunmi Senator Kaftan,CAT-05,Men's Wear,SUP-029,44514.37,69100,2019-11-27,Active
P-0974,Sleek Studio Blouse & Skirt Set,CAT-05,Women's Wear,SUP-029,63817.87,110850,2024-04-10,Active
P-0975,Nike Court Leather Sandals,CAT-05,Footwear,SUP-028,35884.38,62300,2022-03-04,Active
P-0976,Sleek Studio Ankara Gown,CAT-05,Women's Wear,SUP-028,52624.58,105100,2022-01-29,Active
P-0977,Kanem Slides,CAT-05,Footwear,SUP-031,27163.02,50700,2020-08-10,Active
P-0978,Sleek Studio Backpack,CAT-05,Bags & Accessories,SUP-030,68310.15,126300,2021-04-26,Discontinued
P-0979,Zara Lagos Wrapper 6yds,CAT-05,Women's Wear,SUP-031,33385.86,60500,2018-05-02,Active
P-0980,Kanem Wristwatch Classic,CAT-05,Bags & Accessories,SUP-028,62635.52,120100,2022-11-17,Active
P-0981,Polo Classic Formal Shirt,CAT-05,Men's Wear,SUP-029,19646.84,33350,2022-01-20,Active
P-0982,Nike Court Office Loafers,CAT-05,Footwear,SUP-028,62441.2,98100,2018-12-09,Active
P-0983,House of Bunmi Formal Shirt,CAT-05,Men's Wear,SUP-032,24374.77,49000,2020-04-05,Active
P-0984,Ankara House Bubu Kaftan,CAT-05,Women's Wear,SUP-029,54015.96,103250,2022-06-05,Active
P-0985,Zara Lagos Bubu Kaftan  ,CAT-05,Women's Wear,SUP-031,35200.16,65650,2021-10-14,Active
P-0986,Rosies Formal Shirt,CAT-05,Men's Wear,SUP-031,28111.86,50600,2021-07-02,Active
P-0987,Polo Classic Senator Kaftan,CAT-05,Men's Wear,SUP-031,40229.9,69450,2022-04-06,Active
P-0988,Rosies Blouse & Skirt Set,CAT-05,Women's Wear,SUP-029,15067.13,27850,2020-03-13,Active
P-0989,Sleek Studio Bubu Kaftan,CAT-05,Women's Wear,SUP-030,33894.58,61550,2023-07-24,Active
P-0990,Rosies Ankara Gown,CAT-05,Women's Wear,SUP-030,54881.56,93100,2019-08-06,Active
P-0991,Sleek Studio Senator Kaftan,CAT-05,Men's Wear,SUP-030,19990.48,35050,2020-02-07,Active
P-0992,House of Bunmi Chinos Trousers,CAT-05,Men's Wear,SUP-028,15763.94,29200,2019-01-23,Active
P-0993,Sleek Studio Belt Genuine Leather,CAT-05,Bags & Accessories,SUP-028,70562.53,119650,2018-07-04,Active
P-0994,Zara Lagos Blouse & Skirt Set,CAT-05,Women's Wear,SUP-032,69289.18,110400,2024-10-16,Active
P-0995,Rosies Wristwatch Classic,CAT-05,Bags & Accessories,SUP-029,66214.37,117800,2020-09-03,Active
P-0996,Adidas Lite Heeled Pumps,CAT-05,Footwear,SUP-032,22270.95,39800,2021-03-20,Discontinued
P-0997,Rosies Leather Handbag,CAT-05,Bags & Accessories,SUP-028,84661.46,149650,2018-08-06,Active
P-0998,Kanem Belt Genuine Leather,CAT-05,Bags & Accessories,SUP-029,26732.33,45900,2018-01-11,Active
P-0999,Sleek Studio Wristwatch Classic,CAT-05,Bags & Accessories,SUP-031,81321.15,140600,2021-06-07,Active
P-1000,Ankara House Blouse & Skirt Set,CAT-05,Women's Wear,SUP-029,21496.12,34850,2019-09-22,Active
P-1001,Kanem Leather Sandals,CAT-05,Footwear,SUP-028,25504.16,39750,2019-07-19,Active
